Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
RASSF1	0.055324583	0.694914674
KIAA1045	0.046341667	0.694960158
VPS13A	0.100604583	0.695048458
FIBIN	-0.033521667	0.695072484
GPR152	-0.063200417	0.695087816
C18orf12	-0.022927083	0.695125051
C14orf119	-0.065723333	0.695285338
HOXD1	-0.052891667	0.695477635
SPEF2	0.012932083	0.695480063
PPID	-0.0954275	0.695660926
NR5A1	-0.06043	0.695703377
CSHL1	0.03231875	0.695762064
MICU2	0.103531667	0.695777653
LOC644936	0.066861667	0.695847953
PDE6G	-0.046054167	0.695875666
KIF23	0.06342	0.696001951
LCE2A	-0.041966667	0.696045948
TBC1D24	-0.084139167	0.696077065
PCDHA10	-0.052045833	0.69608496
CYP2F1	-0.052375833	0.696091293
ATP11AUN	0.034058333	0.696102244
FAM183A	-0.047484583	0.696159
TMA7	-0.06805625	0.696223592
CPLX1	-0.06691	0.696292939
SYNE1	0.121245	0.696367432
OGFRL1	-0.18747375	0.696379366
FOXF1	0.057763333	0.696416262
GPAT2	-0.032504583	0.696426807
SARAF	0.148127917	0.696497855
ALKBH4	-0.05124875	0.696530889
CDKN2A	0.135341667	0.696535742
F2R	0.11649	0.696544946
XPA	0.065941667	0.696586308
RNF26	0.062245833	0.696628819
IL20	-0.032509583	0.696754198
TMEM237	-0.15126875	0.696785722
COG6	-0.071635	0.696829429
SLC23A2	0.167587083	0.696872505
NCBP1	0.07395625	0.696977862
FZD2	0.067625833	0.696981963
UNQ6490	0.047459167	0.697001308
IDI2	0.023875	0.697036456
RWDD3	0.060943333	0.697047882
LOC646358	0.118855417	0.697066985
GDF5OS	0.04516875	0.697084354
CHST2	-0.133587083	0.697106504
SLC38A2	-0.16016625	0.697141243
ZNF624	0.092105833	0.697141485
TNFRSF1A	-0.04609625	0.69716323
KYNU	0.33498625	0.697174867
OR11L1	0.032982083	0.697250779
MAGI1	0.141947083	0.69727438
LRRC48	-0.046271667	0.697285278
TEKT5	0.054625833	0.697289427
LOC440934	-0.024576667	0.697301801
SNORD8	0.156265833	0.697369176
BOD1L2	0.037727083	0.697440743
ZNF716	0.043800833	0.697440931
C14orf93	-0.051809583	0.697456396
C9orf139	0.025916667	0.697468685
NAIF1	0.0362425	0.69755834
NXT1	0.038584167	0.697639849
CDH23	-0.025222083	0.69764238
NKX3-1	-0.037787917	0.697676942
UBE2D3	-0.064470833	0.697694202
APH1B	0.1134675	0.697848357
TET3	0.058904167	0.697857967
SLC2A2	0.018719167	0.697871449
C2CD4C	0.077675833	0.697929255
CCSER2	0.096879167	0.697996715
DDX55	-0.080141667	0.698031128
WDR93	0.036938333	0.698057583
R3HDM1	0.0368575	0.698225974
PRKX	-0.138535833	0.69824729
TAS2R43	0.122115833	0.698343718
CCDC150	-0.074209583	0.698352778
OTOGL	0.02088	0.698362615
TMSB4Y	0.057130417	0.698419445
TSHZ1	0.080212917	0.698430663
C19orf53	0.027998333	0.69849578
KRT6B	-0.05298125	0.698547998
VPS13C	0.059274583	0.69863574
MPC2	0.119989167	0.698688338
NTN3	-0.03797375	0.698690123
CHGA	-0.050526667	0.698755712
SPACA4	0.052300833	0.698760938
OR1N2	-0.047390833	0.698778814
CSN3	0.021210417	0.698832523
P2RY1	-0.037469167	0.698876884
PTGER3	-0.027502083	0.698889467
C11orf85	0.030960833	0.698933073
PTPN3	0.058742083	0.699173802
ALDH3B2	-0.0670175	0.699243324
ZC3H4	-0.048475833	0.699287612
ZNF184	-0.137699167	0.699387577
PDGFRB	-0.039610417	0.699387683
TFPI2	-0.138857083	0.699396568
LOC100289293	-0.058520417	0.699401712
CHST13	0.044596667	0.699612659
IMP4	0.085645	0.699670359
LAMTOR4	0.100929167	0.699856826
SEMA5B	-0.04191375	0.699931415
DUSP14	-0.082323333	0.700012803
MRPL35	-0.097426667	0.700085874
MFSD8	-0.13259875	0.700097918
CD177	-0.030232083	0.700107718
SCARNA8	0.054495	0.700126199
ZNF251	-0.07049375	0.700136061
TRIP10	-0.151845833	0.700181478
SRSF4	-0.050419167	0.700215088
PBX2	-0.1083425	0.700284396
OR5D16	0.033877083	0.700291024
MYT1	0.051383333	0.700455905
LOC389607	0.068995833	0.700556275
MKX	0.043840833	0.700642325
PLET1	0.022275417	0.700642792
ZBTB37	0.046778333	0.700650606
LOC439938	0.029042083	0.700676988
ERVW-1	0.05867375	0.700723896
ZNF695	0.208059167	0.700738007
PNPO	0.107205833	0.700740209
ICA1	-0.0370425	0.700812443
RPL5	0.04549	0.700845814
CEP131	0.034657917	0.700918885
DYRK3	0.18220875	0.70091934
SHE	-0.032805833	0.700924803
OR4E2	0.02845875	0.70093254
COL7A1	-0.031400417	0.700976492
PPP2R5B	0.080165833	0.701022559
UPK1B	0.02683375	0.701025079
HSPB7	0.034245	0.701139772
FBXO39	-0.031730833	0.701171491
PDCD6IP	-0.027600417	0.701190636
PMM1	0.046341667	0.701233824
HSPBP1	0.038154167	0.70125492
NLRX1	0.066119583	0.701281118
OR10X1	-0.024900417	0.701284817
ACTL6B	-0.025659583	0.701365483
UTF1	0.053860417	0.701410396
TRIM9	0.14693	0.701420324
ATP6V0C	-0.062360833	0.701421622
ZNF43	-0.372964583	0.701449259
OR2T11	0.106735	0.701515271
TCF3	-0.11683625	0.70162482
SCML2	0.425210417	0.701625977
C9orf50	-0.05459125	0.701715757
PRR35	-0.04423	0.701800799
HMGCR	-0.172684583	0.701851604
PGBD4	-0.0933925	0.701872063
DCTN5	-0.0704975	0.701914146
HOXC5	-0.026020417	0.702001114
C6orf62	0.080812917	0.702005089
RAB32	0.039425	0.702021509
GTF3C6	-0.093555833	0.702109095
TULP2	-0.052630417	0.702114891
PRRC2A	0.100633333	0.702153273
NPIPA1	0.068734583	0.702177353
ANO1	0.030069583	0.702221414
KCNH4	-0.055328333	0.702236056
ICOS	0.021610417	0.702253195
PXN	0.062580417	0.702513207
RIN2	-0.0783375	0.702566425
ODF3L1	0.050212917	0.702673758
TSC22D2	0.049020833	0.702687211
TAC4	-0.05635125	0.702845621
LINC01000	-0.081460417	0.702925772
FMR1	0.120635833	0.70294017
IGFN1	-0.036624583	0.70301958
CEBPA	-0.058429583	0.70311325
LINC00982	-0.05038875	0.703223809
ANAPC1	0.070202917	0.703338557
ELMO1	0.095564583	0.703378429
IER5	0.04271375	0.703390132
FLJ45248	0.076172917	0.703492364
FAM98B	0.074774583	0.703510748
VPS37C	-0.042984583	0.703531103
SLC25A48	-0.044029167	0.703552597
ZNF358	-0.06825375	0.703627304
PCDHB5	0.03183875	0.703644226
SCRG1	0.024279583	0.703675305
MARVELD3	-0.04058	0.703760776
LUC7L3	-0.0597325	0.703933985
RAB8A	-0.078655833	0.70394125
FAM104B	-0.05088375	0.703949138
EXOC5	-0.091528333	0.704003299
EXTL1	-0.037938333	0.704019835
PIGG	0.047424583	0.704158636
FADS6	-0.044430417	0.704274418
EBAG9	0.058650417	0.704294152
SCAMP1	-0.09085	0.704300853
MAP4K5	0.1042725	0.704339864
HAS2	0.043164583	0.70435197
PLAC4	-0.037439583	0.70437588
GBP7	-0.034137917	0.70443906
KARS	-0.055604167	0.704444946
ZNF761	0.09774375	0.704502376
ROMO1	-0.071789583	0.704560005
PRKAB1	0.0725375	0.704581996
GOLGA8IP	-0.02570625	0.704610287
CTSW	0.038200833	0.704619204
SLCO2B1	-0.032650833	0.704693087
LPIN3	-0.04139625	0.704738338
TPD52L3	0.02717375	0.704893135
ESD	-0.074762083	0.704951578
SNUPN	0.0867	0.705075906
SPHKAP	0.027706667	0.705157011
CYP21A2	-0.037174583	0.705239753
CYP21A2	-0.037174583	0.705239753
C1QL1	0.0569925	0.70526918
SAMSN1	-0.307892083	0.705280914
DCAF12L2	0.044141667	0.705303394
SNRPD2P1	-0.032941667	0.705356174
FBRS	-0.09644	0.705455817
AADAC	0.01913125	0.705498289
PHACTR4	-0.07529875	0.705692368
PLS3	0.013182917	0.705705952
BRIX1	-0.081825	0.705730065
HSPD1	0.061254167	0.705752158
MVP	0.123859167	0.70581433
SAP30	-0.07269	0.705849988
KLKB1	0.036478333	0.705860201
DPPA5	-0.045902917	0.705879647
SPATA16	-0.029570417	0.705896721
CCDC91	-0.115834583	0.706028077
DBR1	-0.069487083	0.706048125
ARL14	-0.041710417	0.706086484
RRM2	-0.053307083	0.706123346
GEMIN2	0.075917917	0.706125065
C8orf17	-0.0249375	0.706169789
LOC100287166	0.045506667	0.706267768
LOC399900	0.06070875	0.706363032
FBXO7	0.035947917	0.706385027
C8B	-0.0189025	0.706496248
SLC39A4	-0.039002083	0.706601328
SAA1	-0.025334167	0.706602317
AIFM2	-0.11171625	0.706605054
DDX28	-0.058918333	0.706611592
JARID2	-0.214999583	0.706614124
RBM4B	-0.067705833	0.706737108
PRR5L	0.0417	0.706741527
C7orf72	0.0136275	0.706802854
SLC33A1	0.081450417	0.706844643
COG2	-0.0719225	0.706929823
HSPB6	0.05126375	0.706940879
NAMPT	0.10263125	0.707047907
DPP9	-0.079200833	0.707053554
LOC388022	0.23360375	0.707067952
CCDC169	0.028242917	0.707134705
RGS18	-0.255174583	0.707183182
ZNRD1-AS1	-0.074784583	0.707255895
FOXC1	0.05035125	0.707268344
ACTN3	0.047150417	0.707310452
PHLPP1	-0.18191125	0.707407379
OR5K1	-0.033655417	0.707475836
ZNF121	0.071409583	0.707551366
FOXH1	-0.054488333	0.707555063
AAED1	-0.194321667	0.707560282
CD69	0.444953333	0.707579708
PITX2	-0.0374025	0.707626097
SUSD5	0.048812917	0.707729592
CRYBA2	0.031664167	0.707741159
FAM180A	-0.032223333	0.707875221
UBE2H	-0.155990417	0.70793398
HPS1	-0.09454	0.708014892
RETN	-0.036464167	0.708016395
GSG1	0.030122083	0.708020827
OR5AS1	-0.032247083	0.708066346
JMJD4	-0.0685375	0.708084138
REEP5	0.104235417	0.708129971
PRMT7	0.061010833	0.708289716
EGF	0.01894875	0.70829371
OTUD4	0.090976667	0.708366168
HSP90AB6P	0.025782083	0.708403615
OR4S1	-0.02901125	0.708412827
PLEKHM3	-0.08875625	0.708413347
CLSPN	0.092959583	0.708432525
UBXN2A	0.1381875	0.708455593
SKAP2	-0.308516667	0.708462548
LZTS3	-0.032830833	0.708480762
MARCO	-0.031252917	0.708494567
ZXDA	-0.069206667	0.708506931
PPP1R13L	-0.04537375	0.708538951
LOC284112	0.028117917	0.708575195
DNAJC2	-0.0727925	0.708601658
AGVR6190	-0.060208333	0.70866334
CABP2	-0.047384583	0.708676229
WISP3	0.01555875	0.708746883
GAMT	0.099770417	0.708801591
PCDHB4	-0.0303875	0.708828101
LOC100128096	0.053274167	0.708887068
KPNB1	-0.038858333	0.708889268
PLRG1	0.092737083	0.708919888
POU4F2	-0.04893375	0.708951584
STRA6	-0.026002083	0.708960144
NPIPA1	0.063847917	0.709012331
FAM53B	-0.106499583	0.709099507
STMN4	-0.034517917	0.709166978
LINC00526	0.02970875	0.709257594
ONECUT2	0.05081875	0.70926768
CTSD	0.065700833	0.709327879
GATAD2B	-0.067229583	0.709359841
CHL1	0.28412625	0.709420279
RUVBL1	-0.085200833	0.709435659
PRR13	0.065334167	0.709500245
GRAP	0.265251667	0.709519146
EID2	-0.028762083	0.709537362
SUN2	-0.1183225	0.709567727
ATAD3A	0.068600417	0.709582253
EGR3	0.043445	0.709637644
BPIFA3	0.034993333	0.709856783
APOA1	-0.041186667	0.709911694
ARSG	0.087063333	0.709943911
APOA1BP	-0.08389875	0.709976939
AMER2	-0.0275275	0.710098615
OR14C36	0.04310625	0.710200933
TRAPPC13	0.080992917	0.710202621
UNC5D	0.022045	0.710211877
CYP51A1	0.191735417	0.710215432
MRPL23	0.06616	0.710225793
LYRM5	0.082160833	0.71025897
HTR1F	0.026312917	0.710283776
ZNF443	-0.141236667	0.710311999
TCP10	-0.01565625	0.710357506
TIAL1	-0.057093333	0.710387122
AVIL	-0.032220833	0.710426683
MT1M	-0.04662	0.710577275
NEUROG1	-0.044293333	0.710647203
ZNF702P	-0.028852083	0.710721545
IL1RN	-0.024183333	0.71074055
TRIM37	0.075417917	0.710761921
OR10K2	-0.04214875	0.71084545
SIRPD	0.042404583	0.710887508
NLGN1	-0.019820833	0.710905555
AHCTF1	0.13875	0.710973389
SH3BP4	0.033252917	0.711068957
UNC13A	0.028657917	0.711220406
LCE1B	0.02317	0.711224328
ACKR1	-0.032188333	0.711292594
MEGF8	-0.040240417	0.71135241
LOC100128840	-0.050066667	0.711371629
KAZN	0.01512125	0.711389568
CST2	0.044473333	0.711508885
SERPINA1	0.043750417	0.711517452
SENP6	-0.087490417	0.711625849
LINC01597	-0.0191725	0.711768407
THEM4	0.185652083	0.711771264
USP34	-0.128147917	0.711812103
DNAH3	-0.028242917	0.711859849
TTC39A	-0.034571667	0.71187997
ANKRD18DP	-0.021962917	0.711882161
SPAG17	-0.01088875	0.711899477
TBX6	-0.036264583	0.711907095
MUC21	-0.045476667	0.7119935
CLMP	-0.048904583	0.711996533
CNGA1	0.026788333	0.712016933
L3MBTL3	0.267959583	0.712061261
CD79B	-0.202975833	0.712189692
PES1	0.06245375	0.712208315
UBE2D3	-0.059516667	0.712208703
CCNT2	0.0820925	0.712364929
SSX2IP	0.115971667	0.712369877
PDCD5	-0.054102083	0.712380519
E2F7	0.180062917	0.712406701
TLK1	0.0540075	0.71248638
LARS2	-0.06335	0.712525798
DEFA5	-0.032920833	0.712574586
HAP1	-0.039151667	0.712628227
PRKRA	0.121658333	0.712637667
EBF1	-0.2523075	0.712670085
RASL10A	-0.05956625	0.712789794
YWHAG	0.044713333	0.712851306
MAP2K4	0.105927083	0.712914254
FAM114A1	0.054194583	0.712990801
CABP1	0.037658333	0.713006743
TNP2	-0.026075	0.713052084
PYGM	-0.038714583	0.713065947
ZNF318	0.221655833	0.713174826
PSMD10	-0.07976625	0.713249506
GFRA4	-0.053122083	0.713250194
MED19	-0.029710417	0.713273178
KLHDC7B	-0.04410125	0.713280857
CEMP1	-0.037803333	0.713322994
HLA-DQB2	-0.164235	0.713371784
GBF1	0.073514167	0.713397613
LIMD1-AS1	-0.20730125	0.71343036
TMEM56	-0.029118333	0.713452928
TMEM220	0.167151667	0.713557719
GPX4	-0.068669167	0.713590875
S100B	-0.04309375	0.713666162
SNRNP48	-0.123782083	0.713669009
GPR153	0.045175833	0.713719838
EFCAB6	-0.025064583	0.713768167
ZFP28	-0.097719167	0.713791518
LOC100131554	-0.038729583	0.713808209
B3GAT3	0.08753375	0.713813565
PGLYRP1	-0.04547625	0.71388838
CCNB3	0.050600417	0.713950846
MRPL40	0.073161667	0.713953448
MED13L	0.167619167	0.713963063
FITM2	0.109124167	0.714184483
MAP1LC3BP1	-0.0448375	0.714196663
HLA-F	-0.13998	0.714210597
CHCHD7	0.078526667	0.71421491
WIF1	-0.022978333	0.714247973
NPIPA1	0.065775833	0.714252622
C1orf111	-0.035749583	0.714301114
MAOA	-0.0588275	0.714312494
THAP1	-0.07670375	0.714347893
PABPC4	-0.043633333	0.714573631
GPR161	-0.048136667	0.714633279
OR51Q1	-0.040254167	0.71465989
PRPH2	-0.036045833	0.714731467
UBE2L6	0.110585	0.714803316
NTMT1	-0.04633	0.714838983
KMT2E	0.068214583	0.714952279
ZNF70	0.095736667	0.714963977
IQUB	0.00938375	0.714999135
RCAN2	0.08741125	0.715052171
LOC730167	0.077307083	0.715075465
COMMD9	0.07201625	0.715126335
PCDH9	-0.1834075	0.715176103
RASGEF1C	-0.043742917	0.715271865
SYT2	-0.034440833	0.715289431
YBX3	0.363360417	0.715297016
DKK2	0.01944625	0.715306055
USP1	0.06715375	0.715319665
DUXA	0.02610375	0.715367013
IL2RA	-0.368172083	0.7153904
ELAVL4	-0.0231625	0.715397369
CENPBD1P1	0.042765417	0.71543751
CLUL1	-0.02180875	0.715473857
LINC01588	-0.052009583	0.715489745
FAM122A	0.055052917	0.715579047
ANGPTL7	-0.030858333	0.715582531
ABCC9	-0.02396125	0.715598644
CDK13	-0.075620417	0.715609326
GRM3	0.027333333	0.715623424
SDK1	0.086024167	0.715625021
FKBP14	-0.111875417	0.715693524
C19orf54	0.066195417	0.715727417
PPP3CA	0.18844	0.715740582
HOXD10	-0.017863333	0.715765016
SPAG8	-0.025285833	0.715814593
LOC402644	0.030005417	0.71583405
ERVH48-1	-0.020752083	0.715872167
SNAI1	0.029892083	0.715877481
LRP3	-0.0658875	0.715905011
B2M	-0.11535375	0.71600553
HEXDC	0.039439583	0.716050771
RPL21	0.062425	0.716290888
PLLP	0.038114167	0.716378007
PLA2G5	0.032520833	0.716407198
TRPS1	-0.27820375	0.716466735
CDH26	-0.02987375	0.716468033
G3BP1	-0.040854167	0.716477154
4-Mar	0.022740833	0.716529101
TMEM8C	-0.037505	0.716569473
ACAT2	-0.161355417	0.716631326
TRIM51	0.055281667	0.716654038
DTHD1	-0.022308333	0.716688115
EPB41	-0.123052917	0.716748002
RPL34	-0.058495833	0.716759867
LRRC75B	-0.0314775	0.71677641
LINC00310	0.03671375	0.716818168
SLC18A3	-0.023935	0.716831167
ALAS2	-0.039630417	0.716949309
LYPD4	-0.024941667	0.717021427
FOXE1	-0.05233875	0.717034161
PEX11G	-0.05132	0.717041691
PABPC1P2	0.022075417	0.717051693
MITF	0.047593333	0.717105174
PARP16	-0.08945125	0.717357504
RIMBP2	0.042427917	0.717382486
S100A5	0.0348075	0.717422802
MRFAP1	0.059087917	0.717497213
LRRN1	0.0245375	0.717548944
CNTN1	0.037935	0.717556053
MYO9B	-0.085142083	0.717620561
SMAD2	-0.07438625	0.717651054
KDELR1	-0.06561625	0.717688913
MS4A5	-0.0186625	0.717699781
TAS2R16	-0.03428125	0.717751564
MEPE	0.02409625	0.717761028
LYPD6B	0.188668333	0.717827593
SPATA22	0.025247917	0.717931198
LYG2	0.014143333	0.717946124
TECPR2	0.086130833	0.71805718
TNRC6C	0.106319583	0.718059419
FETUB	-0.030935417	0.718079723
CDC37	0.042260417	0.718125454
PCDHA12	0.0349075	0.718145709
SOAT1	-0.120080417	0.718294228
EXOSC9	-0.089857083	0.718320343
KIAA1407	0.137712917	0.718478445
FAM107A	0.04409375	0.718543601
TRIM66	0.060810833	0.718589513
ASH1L	-0.07047125	0.718590367
TNNC1	0.045514167	0.718603588
CREM	0.163689583	0.718676739
ADSSL1	0.119569583	0.718835717
GJA4	-0.043221667	0.718918225
NOXRED1	0.035875833	0.718976103
GPS2	0.068421667	0.719039301
SNORD4A	0.127850833	0.719068337
MYH7B	-0.026759167	0.719090991
WDR72	0.0309975	0.719142463
NOL11	-0.09067875	0.719158281
ARFRP1	0.06015625	0.719198163
DSC2	0.03034875	0.719204451
ATRNL1	0.245392917	0.719246187
FAM167B	0.061348333	0.719304364
C21orf15	0.13489625	0.719396628
ASNS	-0.10870875	0.719404484
ZNF578	-0.037047917	0.71942799
CNPPD1	0.062795833	0.719428453
CCT6A	-0.0676375	0.719496729
TACO1	-0.06015125	0.71953518
GDF5	-0.032716667	0.719542726
SLC15A2	0.094514583	0.719544071
CMBL	-0.032682917	0.719616615
CYB5B	-0.046804167	0.719622243
LRRC16B	-0.09268	0.719647204
LOC100129455	0.040552917	0.719669667
GSTA1	-0.032085417	0.719696211
GABRE	-0.029149167	0.719820782
HSP90AB2P	-0.085640833	0.719834054
PSMA3	-0.080656667	0.719894728
RC3H1	0.06839375	0.719937535
DNAH6	-0.05050875	0.719963614
ZDHHC21	-0.197610833	0.720013304
HCFC2	-0.081882917	0.720223812
ZNF431	-0.081618333	0.720245201
ERVMER34-1	-0.031861667	0.720318419
TTL	0.111419583	0.720401051
FAXDC2	0.01904625	0.720549556
C10orf95	-0.044862083	0.720550159
SBSPON	0.046995417	0.720694047
HDAC6	0.0758075	0.720750836
DFFB	0.054895833	0.720801731
POU2F2	-0.152268333	0.720848919
SURF2	-0.041315417	0.720953779
BCO1	-0.0226025	0.721134313
TTC7B	-0.046735	0.721144752
TRPC3	0.024979583	0.721178568
SLC39A8	-0.12489625	0.721227498
GNG3	0.03677625	0.721259323
PALB2	0.083905417	0.721280711
REG4	0.029720417	0.721459691
ZP1	-0.023125417	0.72158258
EYS	0.032608333	0.721587392
BCL7C	-0.048470833	0.721612416
PSME3	-0.057627917	0.72161315
LATS2	-0.068510833	0.721628853
H1F0	-0.202777083	0.721668706
GOLIM4	0.1173525	0.721712939
OR5B3	-0.040155833	0.72183897
FXR1	0.051541667	0.721887227
PSMD2	-0.053257083	0.721909051
MRM1	-0.083735833	0.722039702
KRR1	-0.0874375	0.722079129
SERPINA12	0.020951667	0.722080174
POLE2	-0.101774167	0.722095479
COL16A1	-0.038921667	0.722119195
MSLNL	-0.04126	0.722153447
MAOB	0.018733333	0.722214562
LRRC3B	-0.045433333	0.72223744
C12orf45	-0.102687083	0.722264445
SRXN1	-0.027437917	0.722326467
SF3A1	-0.054977917	0.722328313
TTYH1	-0.047060417	0.722334026
SERINC4	0.04625625	0.722353291
VEGFB	0.095964583	0.722395275
DLL3	-0.077252917	0.72240167
HBP1	0.097240833	0.722412507
RIF1	0.09015375	0.722423387
LINC00200	-0.040791667	0.722491712
GPHA2	-0.059685	0.72253954
KLHL30	-0.05735875	0.722599219
BBS4	-0.13240875	0.722630191
WNT2	0.04045	0.722679743
ABHD3	-0.110437917	0.722689474
RXFP1	-0.0160825	0.722724036
ICT1	0.056342917	0.722738684
METTL22	0.0499475	0.722749302
TTLL10	-0.042661667	0.722767737
LOC728789	-0.04546625	0.722773191
LOC728789	-0.04546625	0.722773191
OR4B1	0.037145417	0.722816925
SCCPDH	-0.370841667	0.722901433
GGT7	-0.055842083	0.723054023
RNF11	0.111511667	0.723141288
SI	0.015239583	0.723146135
PXK	0.187839583	0.723495772
HYAL1	0.0195	0.723529689
PCM1	0.141675833	0.723564483
LAX1	0.21905375	0.723566303
EXOSC10	0.059432917	0.723594128
USP43	0.0431275	0.723614936
PLCXD3	-0.023065833	0.723628738
RGS13	0.555235	0.723726066
AMMECR1L	0.06357	0.723771115
JAK3	-0.21888125	0.723780095
OSCAR	0.034465	0.723784986
KIAA0922	0.12589125	0.723787512
AP1M1	-0.046599167	0.723791806
ZNF844	0.138323333	0.723868075
SNX18	-0.025298333	0.724012426
CECR5	0.087071667	0.724055227
LOC100288144	0.035249583	0.724069123
LOC100130174	0.054075	0.724097444
C6orf48	0.121192083	0.724111413
C6orf48	0.121192083	0.724111413
ARNT2	-0.064541667	0.724214658
GRID2	0.02681625	0.724214845
RRS1	0.074365833	0.72429792
LRRTM3	0.02091125	0.72431561
MID1IP1	0.368921667	0.724317229
RBM45	-0.06704125	0.724319321
ZNF548	-0.07786125	0.724450918
TMEM30A	0.111478333	0.724453463
OR6C3	0.03193625	0.724505576
DENND6B	0.096203333	0.724511518
ADAMTS7	0.038195	0.724539131
TTLL8	0.059556667	0.724593902
IGF2BP1	-0.250644583	0.724675153
IMPA2	0.142637917	0.724684714
GPKOW	0.04193875	0.72471386
MAGT1	-0.08291875	0.724732317
IFT172	-0.14659375	0.724740617
SDAD1	-0.093802917	0.724924463
LOC645978	0.079448333	0.725085841
DIO3	-0.04836125	0.725093279
GPR135	0.03553125	0.725109308
GAS8-AS1	0.016652917	0.725163182
BZW1	0.106223333	0.725171874
C8G	0.067019167	0.725189888
PDE5A	-0.073440417	0.725240712
ZFYVE27	-0.063114583	0.725271671
SDC4	-0.056294583	0.725275762
ARPC5L	-0.057446667	0.725671777
SH3RF1	-0.151634167	0.725683394
FAM208A	0.0712675	0.725725796
NPIPA1	0.066244167	0.725771655
PPP5C	0.03548625	0.725778136
SERPINI2	-0.01942	0.725813904
DUSP7	0.069623333	0.725836626
RLN1	0.034148333	0.725841
OR11G2	-0.021390417	0.725841826
MICU3	-0.039673333	0.725843684
MATN3	0.031599583	0.725850236
RPL5	-0.0296375	0.725901343
GRIK2	-0.042838333	0.725912809
KLK11	0.0470075	0.725997578
F2	0.02702875	0.726015663
FAF1	-0.028389167	0.726197814
TLR9	0.096612083	0.726201931
NETO1	-0.009319167	0.726477135
HBEGF	-0.244325833	0.726496559
ZNF691	0.034274167	0.726570862
RGS10	-0.15158875	0.726598463
SEMA3B	0.038661667	0.726615274
SNORD96B	0.063412083	0.726786442
C22orf24	-0.044018333	0.726804079
ZC3HAV1	0.096909167	0.726859688
ANAPC4	-0.08303	0.726883989
LAD1	0.03486	0.726915359
RPS9	0.054019167	0.726923635
SULT6B1	-0.019439583	0.726943114
H2AFV	-0.079341667	0.726949464
TMEM184B	-0.147289167	0.727049728
CEP76	-0.063307917	0.727060254
TMEM211	-0.035804583	0.727068003
SAT2	-0.07363375	0.727095024
ANKRD6	-0.129882083	0.727188014
MSANTD2	-0.114180833	0.727212845
BAG6	0.088744583	0.72728456
AHSP	-0.028189167	0.727285017
DKFZp434E1119	0.052159583	0.72728709
LEMD1	-0.01362375	0.727334831
KCTD2	-0.04022625	0.727444165
PXDNL	-0.109452083	0.72745062
NIPA1	0.161119167	0.727631132
DPY19L2P1	-0.082187917	0.727636114
SLC6A7	-0.033064583	0.727705402
GOLGA2P9	0.03731	0.727712018
FLJ90680	0.029122917	0.727756009
SAMD15	-0.127579167	0.727772825
KCTD8	-0.040246667	0.727858089
CDK5RAP3	0.069106667	0.727895408
BPIFB6	0.038457083	0.727902252
JOSD2	0.038899583	0.727913861
FLJ44790	0.040447917	0.728117298
CH25H	0.036210417	0.728119687
LRRC63	-0.025480833	0.728139446
PCMT1	0.065494583	0.728150987
LOC401286	-0.02643	0.728264695
LOC401286	-0.02643	0.728264695
ZBED5	0.05280375	0.728272423
TMC2	-0.020417917	0.728292231
CCDC117	0.1325425	0.728373568
LOC643997	-0.033274167	0.728540779
GAB1	-0.04237375	0.728744269
TMEM55A	-0.218213333	0.728794133
TRIM5	0.123132083	0.728795671
SYNDIG1L	-0.03343625	0.728843026
NARS	-0.029520833	0.728858792
C9orf170	-0.03718375	0.728939214
ELN	0.03059125	0.72899277
LINC00302	-0.038289583	0.728996315
IGFALS	0.0518025	0.729008366
CDK4	-0.075770833	0.729032829
FAF2	-0.058347917	0.729040371
IFRD1	0.145126667	0.729214109
ZNF484	0.09101875	0.7292804
MST1	-0.061618333	0.729289942
TRANK1	0.215651667	0.729318712
LRP10	-0.072230417	0.729464811
OR8A1	0.036830417	0.729503106
OR10A4	0.03840875	0.729701783
LAMTOR3	-0.091420833	0.729765909
ERCC3	0.059294167	0.729765971
OR9G4	0.034679583	0.729775358
FATE1	-0.036243333	0.729807822
DSCAML1	-0.0324275	0.729836454
NFKBIA	0.157813333	0.729906818
PDXP	-0.051579167	0.729929846
ICE2	-0.055599583	0.72995938
SSSCA1	0.055401667	0.729997794
CCNE2	-0.164188333	0.730009237
GYS1	0.05443375	0.730083175
KRBA2	0.040974167	0.730119147
APOA4	-0.031791667	0.730120998
TBL1XR1	-0.096754167	0.730190408
TMEM30B	-0.0309275	0.730193017
SUV420H1	0.0804925	0.730227194
PRSS48	0.026734583	0.730245256
SNORD59B	-0.096484167	0.730252891
EAPP	0.0833075	0.730259519
CCDC90B	-0.065867917	0.730494123
PRKCA	0.322759583	0.73057782
DCAF16	0.0472225	0.730595985
WDR82	0.055746667	0.73064943
MCL1	-0.054579167	0.730658552
MAPKAPK2	0.1604425	0.730676734
RAP2A	-0.12006	0.730678864
C2CD4B	-0.046789167	0.730696466
SLC23A3	-0.0343375	0.73077957
KCNS1	-0.02524625	0.730785554
FAM196A	-0.031875417	0.730803957
DHTKD1	0.12249375	0.730814737
ZZZ3	-0.070402917	0.730837619
C10orf35	0.041585833	0.730911742
VEZT	0.099741667	0.730950193
SUMO1P3	-0.08612	0.731106569
TRRAP	-0.062226667	0.731116823
RAB33B	-0.06689	0.731153474
YDJC	-0.061156667	0.73119802
KRTAP19-2	-0.023312083	0.731226407
